"x"
"1",0.183165294438127
"2",0.170450817144386
"3",0.158523750473506
"4",0.152540115390171
"5",0.149199025618644
"6",0.146524805630334
"7",0.144430037690185
"8",0.143903625707711
"9",0.146159101510226
"10",0.151573403099449
"11",0.161470208483179
"12",0.176826326437197
"13",0.207916251815352
"14",0.232213993778608
"15",0.256689681797047
"16",0.26956998001056
"17",0.265911150007848
"18",0.252634616529932
"19",0.247979384086798
"20",0.24675814090721
"21",0.247542572301842
"22",0.247502008215607
"23",0.250407139236919
"24",0.254173035755697
"25",0.254980052849721
"26",0.252917886969047
"27",0.246915680915798
"28",0.249114931067231
"29",0.249006266367975
"30",0.254068557369309
"31",0.263397898672782
"32",0.284525899727929
"33",0.314133667105155
"34",0.35216128162141
"35",0.394861394634336
"36",0.43115255525214
"37",0.449756612040889
"38",0.455758259368034
"39",0.450723683298178
"40",0.443642553022231
"41",0.429031634775192
"42",0.405113359727731
"43",0.374845052842285
"44",0.33992418937072
"45",0.295291072764116
"46",0.258260389191265
"47",0.234613066314801
"48",0.203859944020073
